cons_name,year,month,precip_mm,tmean_c,tmax_c,cdd,aod
Agona West,2012,4,84.455334334187,26.89888957760479,31.153084331617396,146.96668732814337,0.1057224735442653
Manhyia North,2012,4,108.21429883150672,26.704141281151752,31.68987568496337,141.12423843455193,0.2255805501195912
Daffiama Bussie Issa,2012,4,72.57599686647141,30.44588832435737,36.47255459935923,253.37664973071745,0.2396304819704123
Yagaba Kubori,2012,4,59.936480001064346,31.117703827524775,37.183611635108704,273.53111482573723,0.2942763871407714
Manso Adubia,2012,4,101.15127750984328,26.767843970306885,31.738990358200624,143.03531910920714,0.1053212425685811
Juaben,2012,4,102.29856210511318,26.89133609300669,31.80114668996464,146.74008279019915,0.1246497839127816
Chireponi,2012,4,78.0408365135043,31.02863282141103,36.970295119601175,270.8589846423319,0.2545428062165792
Tema East,2012,4,75.23115996316778,28.05987458790401,31.355223911286632,181.79623763712223,0.2820888414699714
Dome Kwabenya,2012,4,70.54849778280136,27.45285339978609,30.994978963755045,163.58560199358286,0.199642688642642
Upper Manya Krobo,2012,4,109.1300255718306,27.170531148288525,31.561650224955248,155.1159344486498,0.1908206685136756
Ahafo Ano South West,2012,4,117.1899063217364,26.63980772264062,31.58940808239291,139.19423167921843,0.1308830201062675
Gushiegu,2012,4,83.8492857501485,30.5724760514466,36.17360709539347,257.174281543391,0.3053491145919545
Asuogyaman,2012,4,99.5454594041738,27.99178673527783,32.51187735261538,179.7536020583356,0.1806457633395331
Pru West,2012,4,111.52632556511335,28.755805831000583,34.38348337381977,202.67417493002264,0.302010062663342
Wa Central,2012,4,85.42361399663987,29.98336187910837,35.90942757554259,239.5008563732551,0.2689237547822168
Abirem,2012,4,101.02474623421703,26.766544593955956,31.98294401980993,142.9963378186816,0.1454894094749902
Sene East,2012,4,114.54121906733644,28.683877761861968,33.14873137398145,200.51633285586092,0.2140836456725876
Wa West,2012,4,87.22745490340701,30.16166874147477,36.1831526403852,244.8500622442401,0.2566465401736273
Prestea Huni Valley,2012,4,126.7329154533728,25.946083756395907,30.214527395941747,118.3825126918813,0.1389238901381723
Savelugu,2012,4,72.39209041440789,30.790569751921065,36.38888926151815,263.7170925576316,0.3222953418868303
Bekwai,2012,4,103.8802935105726,26.650413546688107,31.553471661078586,139.51240640064046,0.1300129223019871
Okaikwei North,2012,4,66.22407583497403,27.58963102502016,30.49429944948715,167.68893075060492,0.4350596724351051
Bibiani Anwiaso Bekwai,2012,4,108.61130909586652,26.651416189170615,31.514611380388185,139.54248567512303,0.1184831412940295
Daboya Mankarigu,2012,4,83.97043839517328,29.992828524367106,35.78228673601007,239.78485573100383,0.3126403539571508
Saboba,2012,4,97.44107709743912,30.6036779174501,36.21039012511084,258.1103375234919,0.3688154617883671
Atiwa East,2012,4,111.96133738267184,26.192290325415787,31.273595740582,125.76870976247396,0.1467374393928207
Odotobri,2012,4,109.97772738522691,26.649780124211848,31.537319192148757,139.49340372636223,0.1270913933055791
Mion,2012,4,100.5807248398386,30.204729833821435,35.53255436608528,246.14189501465336,0.3894525748476685
Tamale North,2012,4,96.96490989488332,30.450338377683355,36.032034098356014,253.5101513304978,0.3727703356550423
Lower Manya Krobo,2012,4,99.53226743933718,27.759133829070464,32.935911602158306,172.77401487211472,0.1204735352712783
Amasaman,2012,4,74.48710029064223,27.38372240487617,31.32830293184737,161.5116721462841,0.1689440180186368
Tatale Sanguli,2012,4,111.8757309181642,28.900019431413693,34.03829186393772,207.0005829424144,0.247841092884155
Kintampo South,2012,4,123.23810106514816,27.74371974704929,33.25416082048317,172.31159241147546,0.2651565357917286
Kade,2012,4,110.27283332374311,26.624784543110557,31.63522802770154,138.74353629332435,0.1800695918784834
Akatsi South,2012,4,92.93241019052648,27.923874212472843,31.789428141336916,177.71622637418233,0.2812114996825037
North Tongu,2012,4,98.80286770594296,28.1580792892614,33.15258443041064,184.7423786778434,0.2789822274929133
Salaga North,2012,4,117.69404145410584,30.23228563578972,35.45931997489491,246.96856907367444,0.3780050013668947
Akan,2012,4,145.37466700031686,26.488570398407397,30.27864796204936,134.6571119522248,0.1994008536554073
Adaklu,2012,4,111.12281367452856,27.448264109377103,32.49999040708004,163.4479232813145,0.3015618689349405
Bole Bamboi,2012,4,102.30251909067276,29.003408487065304,34.91667450101597,210.10225461195736,0.302494660545236
Adansi Asokwa,2012,4,114.53427632257252,26.58414910823759,31.50720299577561,137.52447324713074,0.1443258852898397
Obuasi West,2012,4,115.40626838912117,26.496652571185088,31.37068381324812,134.8995771355536,0.1497553437782712
Abuakwa North,2012,4,109.92500333264644,26.284752162572502,31.004243845319976,128.54256487717595,0.0536574715520058
Tain,2012,4,132.55567299209656,27.83186853712466,32.97933150931313,174.95605611373364,0.2676713371275545
Wenchi,2012,4,130.65235994515604,27.556844588970943,32.60725768486083,166.70533766912922,0.2841883556689907
Sefwi Akontonbra,2012,4,144.86827753144044,26.207381787584307,30.74289187592617,126.22145362753524,0.1458800806655349
Kpando,2012,4,128.54529327169973,28.0519616693988,31.43754826913272,181.55885008196472,0.1876730542102714
Nkwanta South,2012,4,126.85274106452816,27.31658613206758,31.948569214787334,159.49758396202918,0.2462959435314556
New Juaben North,2012,4,101.34518214004156,26.58718171596987,31.32913717925742,137.61545147909536,0.0853446672012831
Botianor Ngleshie,2012,4,74.20261104967632,27.59746142685312,30.547362701829435,167.92384280559398,0.4551222681193961
Ketu South,2012,4,83.74042608006245,27.7303418553604,30.784594290354104,171.91025566081248,0.3475039468894781
Krachi West,2012,4,109.25675437656734,29.10694123294393,33.194990999745826,213.20823698831592,0.320525393629173
Akwatia,2012,4,117.99150020117308,26.281561055250428,31.006472148236178,128.44683165751664,0.1477795223024428
Suaman,2012,4,143.9351194224815,26.05406762669629,30.383052607376257,121.62202880089129,0.1422326502803061
Jaman North,2012,4,137.50147057550558,27.33359789786804,32.4039947247685,160.0079369360401,0.4211558473621102
Krachi East,2012,4,118.36651288607224,28.43305003455059,31.695828122574195,192.9915010365229,0.2012536852131717
Korle Klottey,2012,4,67.38463533967088,27.58956614600288,30.49105122884117,167.68698438008687,0.2393537145174371
Tempane,2012,4,47.43873468394089,31.174769339078928,37.18844870543741,275.2430801723629,0.2440890370581742
Okere,2012,4,91.59811749693364,26.88737076511281,31.85781885211102,146.62112295338588,0.0900753155713032
Ablekuma Central,2012,4,65.91264653808666,27.592036934838863,30.614753276850948,167.76110804516648,0.3579939478359174
Ayawaso North,2012,4,68.29182452565851,27.58956614600288,30.49105122884117,167.68698438008687,0.349650564803805
Shai Osudoku,2012,4,89.61756904013798,28.01658663495696,32.33755604327668,180.49759904871212,0.2740295498013062
Techiman North,2012,4,134.3383241346465,26.740804922037576,31.792097530569983,142.2241476611313,0.2488014463215842
Atebubu Amantin,2012,4,109.82894263053568,28.4233647685675,34.21894057576162,192.7009430570327,0.2810911327045575
Ablekuma South,2012,4,67.25529661034764,27.592036934838863,30.614753276850948,167.76110804516648,0.3149223165618449
Ayawaso Central,2012,4,62.20840892778878,27.58956614600288,30.49105122884117,167.68698438008687,0.4061070137382502
Nkoranza North,2012,4,115.47998515326442,27.782453151199228,33.32482210546527,173.4735945359798,0.2357029985748938
Berekum West,2012,4,121.30071498584633,27.15938242454478,31.940067087173706,154.78147273633692,0.2151884063919752
Keta,2012,4,88.24701451086955,27.974741422622948,31.041946691016456,179.24224267868888,0.2479062674099802
Jaman South,2012,4,124.38308955113332,27.19062868923645,32.00287980581217,155.71886067709758,0.2269450740864476
Biakoye,2012,4,132.44628123557538,27.682768521312763,30.902872904655943,170.4830556393817,0.1262346110190515
Ayensuano,2012,4,101.07105523465762,26.57310561200964,31.099924421546568,137.19316836028833,0.1452361966706939
Gomoa East,2012,4,79.2147787590008,27.20477365841304,30.754008816241623,156.14320975239286,0.1864627435657752
Zabzugu,2012,4,108.73647183931496,29.476576809958026,34.689603743771954,224.297304298735,0.2132090495678067
Techiman South,2012,4,123.62376572908452,26.79730020446817,31.70088543809821,143.91900613404906,0.2468599852450863
Akuapim North,2012,4,90.57866595622843,26.958335180474837,31.62990359332108,148.75005541424846,0.1094970131709233
Ejura/ Sekyedumase,2012,4,109.97211898827588,27.535471389182497,33.00565012877023,166.06414167547038,0.2229486366525412
Ajumako Enyan Esiam,2012,4,85.07046532663422,26.8048535863097,30.51938509518861,144.14560758929363,0.2779820914735726
Nkoranza South,2012,4,109.59296874461576,27.547292257341155,32.7393423176748,166.41876772023153,0.2367591899617434
Aowin,2012,4,135.19362894576065,25.98890985520204,30.09220956042604,119.66729565605972,0.1944722928328319
Bunkpurugu,2012,4,58.67841779238426,30.18034107718535,36.05449045221547,245.41023231555783,0.2594876059008242
Sunyani West,2012,4,117.21568382878542,27.267527228172725,32.14523164381266,158.02581684518162,0.2452777963087395
Upper Denkyira East,2012,4,124.7151585497319,26.3238788016908,31.054552326504705,129.71636405072277,0.1620206916555515
Kumawu,2012,4,121.42978060201924,27.9053599848838,33.508922883529415,177.160799546501,0.2478197164828167
Nandom,2012,4,62.31422686488922,31.41598639721938,37.95897603784381,282.4795919165828,0.3128102582973851
Amenfi West,2012,4,126.59813764215004,25.944452025426767,30.07271442414988,118.33356076280224,0.1583981641630507
Nsuta/ Kwamang/ Beposo,2012,4,116.077005946734,27.77032500015233,33.33686062367242,173.10975000457077,0.2427088839598328
Buem,2012,4,136.91470295797342,26.454531742406893,30.14977243876982,133.6359522722016,0.1427418397674253
Ada,2012,4,95.01727834018888,27.701804694645062,29.83523445772985,171.05414083934846,0.3526153861532679
Dormaa East,2012,4,118.0525508810159,27.0881441489366,31.91159295977439,152.64432446809226,0.1970356073105
Abura Asebu Kwamankese,2012,4,72.97280021282782,26.638653822479885,30.085869938251975,139.15961467439115,0.2125231575323513
Akuapim South,2012,4,85.77879927832082,27.07104408192496,31.4650662783413,152.1313224577496,0.1353780701953313
Mampong,2012,4,111.57504178666748,27.18203456451436,32.55017437098231,155.46103693543404,0.2122432500633869
Offinso North,2012,4,114.41033937093164,26.884795021609023,31.73183559612231,146.54385064827508,0.2045979384289163
Sunyani East,2012,4,116.53565326106748,27.16866578980031,32.09762059813418,155.0599736940102,0.2563334315675626
Ningo Prampram,2012,4,87.10650022759003,27.95160314877525,31.062346432306693,178.54809446325544,0.3249221875313413
Achiase,2012,4,102.89228349960106,26.46618746024252,31.2093888127902,133.9856238072758,0.1950043671846715
Ellembele,2012,4,106.96762438026056,26.131247519944186,29.09616398125174,123.93742559832548,0.2287087883237597
Dormaa West,2012,4,124.87018456011737,27.19346570904999,32.155394074492754,155.8039712714935,0.2139966672647853
EKUMFI,2012,4,75.14729423922525,27.055892830710302,29.495833930092925,151.67678492130875,0.3398232441233876
Upper West Akim,2012,4,98.73153482033756,26.9118838079034,31.48369808148075,147.356514237105,0.1308276893757663
Tano North,2012,4,122.73596480037097,26.901329017532195,31.767230460463782,147.039870525963,0.2172098876095414
Twifo Ati Morkwaa,2012,4,114.3010252859942,26.256049347340007,30.826174322620947,127.68148042019642,0.1608253111611946
Hohoe,2012,4,128.47946939714726,26.017750069643316,29.885798131620323,120.53250208929268,0.2876176473726896
Kpone Katamanso,2012,4,77.9634475906265,27.928755252256398,31.572415200508075,177.86265756769345,0.2561097880767785
Evalue Ajomoro Gwira,2012,4,106.8397232086326,26.28722167447089,29.32998714444854,128.61665023412942,0.2394617274859767
Afram Plains North,2012,4,125.1820741908738,28.51983552928571,32.62000477790548,195.5950658785818,0.1920337515205125
Assin South,2012,4,104.63459590748953,26.178285580131504,30.65515889941972,125.34856740394518,0.1531452766723517
Cape Coast South,2012,4,69.26846526858391,26.70772204343196,30.00655648730025,141.23166130295684,0.2016542985257528
Asutifi North,2012,4,117.31024765662258,27.191893082591037,32.123227645544844,155.75679247772467,0.2023759701555295
Sekyere Afram Plains,2012,4,116.4253794587887,26.855199463035387,31.80768351680037,145.65598389106012,0.1083987765040873
Assin North,2012,4,117.68302981534715,26.40538572141573,31.311050767232693,132.1615716424781,0.2154053910311487
Domeabra/ Obom,2012,4,81.20353211355884,27.253157371659555,31.478191688815716,157.59472114978846,0.1658079177030151
Shama,2012,4,100.1225796485144,26.758898135959274,29.338427205248788,142.76694407877983,0.1528218459281067
Ahafo Ano South East,2012,4,117.29752580687396,26.819150770121563,31.775082551304862,144.57452310364604,0.1292697167013224
Asikuma Odoben Brakwa,2012,4,97.65777183691392,26.50938586138277,31.057446851698213,135.28157584148147,0.1291848004936239
Nadawli Kaleo,2012,4,82.56874123171946,30.451726994913496,36.51520189605839,253.5518098474097,0.2745847169135091
Afram Plains South,2012,4,115.86310629489972,28.29479138603646,32.958227018821106,188.8437415811067,0.2313725054763925
Essikadu Ketan,2012,4,104.95963701035818,26.797970640301216,29.25310762234302,143.93911920903648,0.1543904550371513
Bawku Central,2012,4,35.907841437742334,31.40324670272773,37.41837148508528,282.09740108184275,0.2732895778747978
Sekondi,2012,4,94.66508870025456,26.74469788871942,29.34723536765184,142.34093666158145,0.2071749334240277
Afigya Sekyere East,2012,4,112.89134410935316,26.60827030523848,31.56560541711529,138.24810915715534,0.110469651553853
Awutu Senya East,2012,4,77.78800108036435,27.325130146434788,31.090963929355933,159.75390439304522,0.1992719323591247
Pusiga,2012,4,34.90948799868607,31.25072361917213,37.33742315100436,277.52170857516234,0.2551126531575208
Effia,2012,4,84.30760601437699,26.91676883697517,29.36292724609376,147.5030651092536,0.1600324039548023
Offinso South,2012,4,116.41960232187228,26.865907182783346,31.785516361038365,145.9772154835042,0.1260738678224056
Agona East,2012,4,84.6251404853132,26.9783666718552,31.31774928226837,149.3510001556601,0.1126025670941795
Ahanta West,2012,4,87.20669121851371,26.83300297041148,29.10929033898269,144.99008911234534,0.1715574734085083
Zebilla,2012,4,43.41880363687842,31.36797661329623,37.44653154187313,281.0392983988812,0.2830477417367446
Afadjato South,2012,4,132.01753410078388,27.12507249196858,30.890118982695785,153.7521747590506,0.2687732417420424
Takoradi,2012,4,79.66741681962775,26.74469788871942,29.34723536765184,142.34093666158145,0.360984997104548
Asutifi South,2012,4,110.27022213103668,27.2737013110579,32.18915897391139,158.21103933174228,0.2171202178194151
Lambussie Karne,2012,4,63.11730239567635,31.130079652549416,37.58590173757445,273.90238957648927,0.2761096842566367
Bia East,2012,4,135.925173356899,26.885245652403807,31.814202942979662,146.55736957212034,0.1619697839150206
Tema West,2012,4,70.63248422701555,27.83234485754984,31.162828900140063,174.9703457264967,0.2319542528848354
Ayawaso West Wuogon,2012,4,72.23799546056738,27.56457361127468,30.577443931114505,166.9372083382408,0.2655986118059029
Juaboso,2012,4,144.85277950793247,26.5507850444239,31.36873767038996,136.52355133271328,0.118832282998232
North Dayi,2012,4,133.1297428042004,28.050810206809203,31.318145994941947,181.52430620427856,0.1710834956505882
Ledzokuku,2012,4,72.62225186284181,27.58956614600288,30.49105122884117,167.68698438008687,0.2977484863469041
Ahafo Ano North,2012,4,110.17544796598936,27.111586405767365,32.06804424800601,153.3475921730225,0.1851949982603493
Asante Akim North,2012,4,112.69491573539123,27.252780970327954,32.517888047210334,157.5834291098528,0.2060768178586321
Sissala West,2012,4,59.37571323780243,30.920649154605105,37.246291818181206,267.6194746381564,0.2353966126962527
Cape Coast North,2012,4,70.84824083985458,26.68119095233823,30.01698799085677,140.43572857014442,0.2258455006962171
Krowor,2012,4,70.80534521016676,27.83234485754984,31.162828900140063,174.9703457264967,0.2856669393218322
Bia West,2012,4,133.7556489323537,26.956267545073068,31.99427105615735,148.68802635219117,0.1668473892874792
Chiana Paga,2012,4,43.070368967658375,31.24065436757351,37.43507514167044,277.2196310272008,0.2655543440890067
Mpohor,2012,4,112.50640727455529,26.202396213874565,30.114983173226587,126.07188641623046,0.1047546712466924
Asunafo North,2012,4,121.37846387718724,27.059387467908422,31.951713914030204,151.78162403725185,0.1890256274705678
Dadekotopon,2012,4,71.4462625198509,27.58956614600288,30.49105122884117,167.68698438008687,0.2982711861705211
Bongo,2012,4,39.77321187037317,31.277476112830307,37.36049631458734,278.3242833849136,0.2788400213788183
Obuasi East,2012,4,117.74659599167622,26.45945303762956,31.332629597164456,133.7835911288866,0.1202281919367131
Atwima Nwabiagya North,2012,4,122.87810494200916,27.04989509354925,32.09776427667495,151.4968528064762,0.106820169867127
Ablekuma North,2012,4,65.42377952143204,27.594316119506992,30.728862506718635,167.8294835852105,0.4667859224806202
Manso Nkwanta,2012,4,105.98551167695604,26.76417886101013,31.772202335176438,142.92536583030395,0.1138460217144527
Ho West,2012,4,132.0315536091624,27.076821849307176,31.383358209951503,152.30465547921236,0.3248548292108363
Ayawaso East,2012,4,66.67923367938383,27.58956614600288,30.49105122884117,167.68698438008687,0.2907333478260869
Nabdam,2012,4,41.42500150175169,31.271429028630397,37.35022176020658,278.1428708589113,0.2822012685897398
Atwima Nwabiagya South,2012,4,121.7563973260938,27.0158403670063,32.07070430118129,150.47521101018742,0.1067698514393922
Kwabre East,2012,4,113.70420083281914,26.56099806394544,31.433294659035635,136.82994191836352,0.1046154034963318
Afigya Kwabre South,2012,4,122.80514513480742,26.76242025969229,31.76235343795754,142.87260779076848,0.1693329719508812
Damongo,2012,4,101.87904034687818,29.32184140778553,35.07367755898127,219.65524223355987,0.2837011283105722
Afigya Kwabre North,2012,4,117.58854934103672,26.66439063170921,31.59159841078569,139.93171895127554,0.0890161636856969
Effiduasi/ Asokore,2012,4,109.89065257911214,26.803426965532577,31.696126706495303,144.102808965976,0.0632482387730492
Okaikwei South,2012,4,62.08304214477539,27.58956614600288,30.49105122884117,167.68698438008687,0.337060582010582
Abetifi,2012,4,113.0449042555481,26.857422288747543,32.32146610017594,145.72266866243052,0.2126664423062418
Berekum East,2012,4,122.3005228362106,27.236067871639065,32.054501010575024,157.0820361491731,0.2111358928500218
Builsa South,2012,4,51.46911787872117,31.32273430069986,37.505290202806286,279.6820290209977,0.2996246307464951
Ejisu,2012,4,107.63713924726132,26.70103850950842,31.575013367700823,141.0311552852545,0.0975878140836849
Yunyoo,2012,4,60.18155772041325,30.812230780539583,36.607127954576335,264.36692341618806,0.2601048882225136
Ho Central,2012,4,112.40734445179224,27.516647979666413,32.36295220494058,165.49943938999868,0.3469540349288059
Nalerigu Gambaga,2012,4,59.70663748736074,30.30423172876433,36.13014239046329,249.12695186291708,0.2646838553499498
Gomoa Central,2012,4,93.92309438455838,27.060373970629573,30.106730971079493,151.81121911888698,0.2233518418326234
Asunafo South,2012,4,114.96184119960644,26.80458179509827,31.584154684595223,144.1374538529513,0.154872460957841
Odododiodioo,2012,4,66.41403245925903,27.592036934838863,30.614753276850948,167.76110804516648,0.2562170634920634
Walewale,2012,4,55.402478069184696,31.026262867051308,36.88165124863487,270.78788601154224,0.2672022135671821
Dormaa Central,2012,4,118.67574833976778,27.10963444460309,32.000675353014834,153.2890333380835,0.2485550485621535
Hemang Lower Denkyira,2012,4,105.23084846859842,26.173480537469334,30.36933755797088,125.20441612407522,0.1595640300922029
South Dayi,2012,4,117.84178813485624,27.88643829511013,31.725623852764546,176.5931488533016,0.173664020541132
Asante Akim Central,2012,4,109.340024076368,26.712574147883988,31.91038824049144,141.37722443652507,0.1809359009725286
Efutu,2012,4,74.3540308479182,27.50410371675953,30.603289871246268,165.12311150278646,0.3533866947815225
Atwima Mponua,2012,4,112.36846564818644,26.735794734115387,31.626721185433567,142.07384202345733,0.1585318020264128
Mfantseman,2012,4,66.37127744771172,26.83933379178668,30.00169716878813,145.1800137535991,0.1933560201972027
Tema Central,2012,4,71.5385921309444,28.059905772738944,31.355509440104186,181.79717318217024,0.2487498572753871
Suame,2012,4,121.71324487833384,26.81595080818523,31.86675062849413,144.47852424555626,0.2169668899015005
Jomoro,2012,4,111.3747003820585,26.285483261392876,28.929731405461883,128.56449784178363,0.2385683234066769
Ablekuma West,2012,4,68.44532012939453,27.592036934838863,30.614753276850948,167.76110804516648,0.3725888376856119
Karaga,2012,4,69.55048360917948,30.701409114813178,36.30041418761135,261.0422734443908,0.2887452860187106
Okaikwei Central,2012,4,62.18620685379157,27.58956614600288,30.49105122884117,167.68698438008687,0.4613163389513108
Old Tafo,2012,4,117.11972070872392,26.714070691632493,31.716025805480125,141.42212074897373,0.2380811155340726
Tarkwa Nsuaem,2012,4,110.77845202469145,26.12222085347304,29.98398473489792,123.66662560417808,0.1135049215464415
Wa East,2012,4,71.0303996023558,30.12490480234733,36.00072682775066,243.74714407041995,0.2806443872625523
Manhyia South,2012,4,108.30369798175232,26.700982803748364,31.683674321074346,141.02948411245035,0.2324228298279158
Mpraeso,2012,4,117.61330681617896,26.228494002669173,31.402496715306903,126.85482008007128,0.1669952641904769
Gomoa West,2012,4,89.67016260953392,27.0800922577358,29.377918546468862,152.4027677320754,0.2123716448350047
Bantama,2012,4,120.68314210915835,26.86085920382316,31.957160779526543,145.82577611469432,0.1804036713286712
Asante Akim South,2012,4,98.686360030436,26.9190842896417,31.957189776047485,147.5725286892493,0.1535357327730579
Kumbungu,2012,4,76.27830500160302,30.84675629953608,36.59207756613737,265.4026889860873,0.336109605815145
Komenda Edina Eguafo Abirem,2012,4,83.29997057156594,26.621710117284653,29.718655926895018,138.65130351853517,0.1600186169282066
Krachi Nchumuru,2012,4,115.50942098255538,28.823206320879127,33.07296594670492,204.69618962637932,0.337200908112289
Kwadaso,2012,4,117.08487615783136,26.896818535891136,32.01440263849685,146.90455607673422,0.1755218954248366
Bolgatanga Central,2012,4,39.46389230822328,31.2366891742099,37.263653251099306,277.1006752262974,0.2511910164219606
Sawla Tuna Kalba,2012,4,84.38619684054007,29.65163366872068,35.488635690261574,229.5490100616229,0.2884944576132289
Nanton,2012,4,88.14727462400187,30.54198841182568,36.11047109241214,256.25965235477474,0.430965838764982
Tolon,2012,4,90.37848950104794,30.66097975300797,36.42001143647028,259.8293925902412,0.3200313332622157
Tano South,2012,4,120.8649187826876,27.047462292075696,31.975404354836822,151.42386876226834,0.2172051789731418
Yendi,2012,4,102.81485507993594,29.96962416420404,35.24319116319114,239.08872492612028,0.3744088405161939
Sagnarigu,2012,4,101.4531527498919,30.51209876973277,36.08765071562632,255.362963091984,0.4942988526757567
Tamale Central,2012,4,102.7120648660452,30.45752143454675,36.028263712092865,253.72564303640175,0.4695618613138684
Tamale South,2012,4,105.33615465885828,30.53575752100659,36.09722717472493,256.0727256301972,0.4375060795038007
Atiwa West,2012,4,106.43461970581282,26.584074650133303,31.791165781985068,137.52223950399673,0.0988628501755754
Bodi,2012,4,134.48484069772053,26.44243857056234,31.12962491679909,133.27315711687388,0.1365738786505095
Yapei Kusawgu,2012,4,117.91645900549048,30.095608254298654,35.69800844225282,242.86824762896185,0.3346875164688808
Fanteakwa North,2012,4,117.09365688674826,27.1480212719559,31.55708235176731,154.44063815866886,0.2159151996700911
Salaga South,2012,4,118.67610004849166,29.605042976187477,34.78390014706616,228.15128928564576,0.3019510107506442
Asene Akroso Manso,2012,4,94.51618584192887,26.57336328754922,31.187146553705,137.20089862647748,0.0885032139237063
Agotime Ziope,2012,4,105.7578303719861,27.72538584866448,32.80951189702534,171.7615754599338,0.2968097387347714
Bimbilla,2012,4,115.1152186654266,29.30096021778205,34.3061063028988,219.02880653344792,0.3504152819667849
Nsawam Adoagyiri,2012,4,85.40550270558732,27.231706869425896,31.644230100562297,156.95120608277463,0.1445338972493521
Anyaa Sowotuom,2012,4,67.86170555404013,27.595249197218152,30.77557779947921,167.8574759165453,0.4498384083728278
Wulensi,2012,4,114.89754754477288,28.701927511102035,33.673075913594225,201.0578253330629,0.3631938518428275
Weija Gbawe,2012,4,73.77498564025602,27.533558452933864,30.75083375743288,166.00675358801507,0.4236765919701214
Banda,2012,4,109.37739227314049,28.53359807421567,34.34538864617601,196.00794222645524,0.3113498751073057
Kintampo North,2012,4,117.3951315770034,29.323593601029245,35.04517391618035,219.7078080308444,0.3261424377402821
Sefwi Wiawso,2012,4,123.09836176914357,26.571518587799037,31.22813343113245,137.14555763397922,0.1257687005694645
Nkwanta North,2012,4,117.07285661790218,28.38962453790042,33.41016630593305,191.68873613701592,0.2789965654011309
Assin Central,2012,4,108.44455331151524,26.14471183139169,30.914091355731006,124.34135494175182,0.1615201854963986
Kpandai,2012,4,117.8857230330986,29.010822016329303,33.705294944968365,210.3246604898791,0.3315698786837133
Bosome Freho,2012,4,107.7326397597634,26.6136919293138,31.51943140082833,138.4107578794122,0.1296698350951783
Pru East,2012,4,107.43040833501692,29.195853542861165,34.66382006489484,215.87560628583125,0.3234869470987168
Akatsi North,2012,4,99.71890756803886,27.76253934272704,32.621707280300946,172.87618028181114,0.2703260674269094
Sene West,2012,4,109.55491071481556,28.75897694454242,34.22885518100323,202.76930833626264,0.2989857300696325
Fomena,2012,4,112.7997513226042,26.33162120397304,31.137664210176045,129.94863611919155,0.0842442527424042
