cons_name,year,month,nights_valid,bm_mean_rad,nlit_0p25,lit_share_0p25,nlit_0p5,lit_share_0p5,nlit_1p0,lit_share_1p0
Bosomtwe,2012,1,8.225227495959388,0.1306834074219902,1.065367085713099,0.1191166671139944,0.428643443283218,0.0467838158783771,0.0511118848774302,0.0055973115978767
Adentan,2012,1,9.3316984709228,1.131881125489037,9.3316984709228,1.0,9.164489139842557,0.9835649907382602,5.480196183489262,0.6124053173310994
Nkawkaw,2012,1,4.970972501739358,0.0620706787076372,0.2068649928324281,0.0384600596307538,0.0714422461815753,0.0130849876433168,0.0035721123090787,0.0007044999388610213
Agona West,2012,1,9.561840510506563,0.0451980399805686,0.2201895416246842,0.0228332160735546,0.0595201588761846,0.0063347808178417,0.0,0.0
Manhyia North,2012,1,8.546362262521589,0.8798268985932948,8.267001295336787,0.9699571817334812,6.1113449913644216,0.7289482102727771,2.728572970639033,0.3241741610405442
Daffiama Bussie Issa,2012,1,10.779860636335862,0.0306494686896935,0.0056554654979689,0.000523546710151069,0.0015519306105392,0.0001380105443525925,0.0014190345544512,0.00012592908434816947
Yagaba Kubori,2012,1,10.671545425608944,0.0310877753213235,0.0478585276200985,0.0045360998774263,0.0192587577104161,0.0018390763829449,0.0088245796070718,0.0008361804398184727
Manso Adubia,2012,1,6.8635121118003175,0.0401968723364278,0.0063772758570757,0.0008507250437127189,0.0,0.0,0.0,0.0
Juaben,2012,1,9.348338754118634,0.0408495967357767,0.0284689742136324,0.0030454659258139,0.0061836357959763,0.0006613055015022729,0.0,0.0
Chireponi,2012,1,9.048343486292705,0.0449499941865934,0.1410647275818774,0.0154984201616964,0.0720634211559546,0.0078483705017836,0.0353326804385467,0.0038045243519638
Tema East,2012,1,8.67070592380878,2.3884961707444945,8.669785834540546,0.9998685586838008,8.551211777142633,0.9845018947601952,7.116107435104341,0.8215729175926394
Dome Kwabenya,2012,1,10.831687362061665,1.409843304816354,10.831687362061665,1.0,10.662460708473596,0.9829354019341908,8.357491584368105,0.7616835061654981
Upper Manya Krobo,2012,1,10.338754631160526,0.0352834776420591,0.0417030523481417,0.0040394088802653,0.0127924632712695,0.0012655080331465,0.0055067788717851,0.000544072543965099
Ahafo Ano South West,2012,1,10.282721439961495,0.0342964303903082,0.0203425399404278,0.0020832583358881,0.0026589343201853,0.00030342899484828736,0.0014385323585161,0.00016782877587473988
Gushiegu,2012,1,9.140339820399896,0.0345472932991554,0.0688564783570415,0.0072664307640856,0.0310133601534277,0.0032343717667786,0.0123885377358903,0.0012737103617249
Asuogyaman,2012,1,10.5428813623429,0.0531900995116452,0.2053804445769488,0.0182910418808174,0.0557534469064056,0.0049136043404383,0.0070918277670365,0.0006223616298050903
Pru West,2012,1,8.857581534399474,0.0319681910337938,0.0313319899748065,0.0033518238845136,0.0153783394668446,0.0015957757688736,0.0066276701424438,0.0006853586214711923
Wa Central,2012,1,10.99916409867906,0.086515575167526,0.6065767064063927,0.053954835223676,0.354443520411941,0.0313635887343387,0.1332671637455213,0.0119297825464845
Abirem,2012,1,8.626973605113257,0.0391102258905014,0.0497727043792181,0.0055627606018951,0.0078716746439468,0.0009089910142797632,0.0,0.0
Sene East,2012,1,9.61133048593762,0.0651678684754379,0.2277706377754728,0.0238110990441524,0.1197329546108657,0.0125132529164052,0.0603439794954018,0.006287879018721
Wa West,2012,1,10.617846195797942,0.0315472538918258,0.0076906560854044,0.00069547072928047,0.0029791655915293,0.00026116352358192827,0.0002249027916616493,1.9214912015799168e-05
Prestea Huni Valley,2012,1,8.353120027649537,0.0539574042789206,0.172131361348045,0.0201623657590871,0.0585946670318491,0.0069514905302616,0.014680660980254,0.0017037691880091
Savelugu,2012,1,9.6531307493904,0.0332318091311558,0.0448102536113874,0.0044733179211245,0.0161943913825532,0.0015914923707344,0.004947813507748,0.000492391536594259
Bekwai,2012,1,6.864801812887316,0.0625639603349001,0.120942671707414,0.0173674099451989,0.0321820904996019,0.0047208288125796,0.0042593943308296,0.0006197531699044424
Okaikwei North,2012,1,9.587858685590868,2.3709944547031885,9.587858685590868,1.0,9.587858685590868,1.0,9.587858685590868,1.0
Bibiani Anwiaso Bekwai,2012,1,8.992285162321291,0.0569819695999657,0.2174614833764302,0.0209964693588643,0.0998266147508709,0.0093461902460085,0.0399534415705526,0.0036959481018408
Daboya Mankarigu,2012,1,9.832025846238135,0.0349576127364082,0.058687438791059,0.0059933582372449,0.0271731901862821,0.0027990478387651,0.0124016193231267,0.0012853948529435
Saboba,2012,1,10.076557476977465,0.0348134522801477,0.0643304574103578,0.0062786431201537,0.0295044162234049,0.0028829655452108,0.0141555621463158,0.0013763830184948
Atiwa East,2012,1,5.616025189721976,0.0358893861841429,0.0143182318819296,0.0021733030839869,0.0,0.0,0.0,0.0
Odotobri,2012,1,6.810558961927847,0.0381740612570758,0.0186558296496981,0.002896221883358,0.0048481391701126,0.0007088239330351651,0.0,0.0
Mion,2012,1,9.504421303540012,0.0906998768771406,0.1806926522279216,0.0186878603025249,0.1104057937101947,0.0114669774728525,0.0705547230079643,0.0073238271477426
Tamale North,2012,1,9.398310354834695,0.1662565148523115,1.6165822918921906,0.1720353008553027,0.7243869969182866,0.0769862034558967,0.1495759764518373,0.0160242535620302
Lower Manya Krobo,2012,1,9.877942379043974,0.075974032124746,0.615755540086641,0.0585677099364956,0.1038407212418985,0.0098039624400595,0.0,0.0
Amasaman,2012,1,10.652090037057938,0.3527260285097311,5.597120766169,0.5110090548235399,2.93198420081436,0.2671751152596939,0.3543607887392676,0.0333453376194571
Tatale Sanguli,2012,1,10.895045116669984,0.0315383917349787,0.0293475486809737,0.0027497342521336,0.0135984703224108,0.0012781032252604,0.0067952265721352,0.0006416526395154165
Kintampo South,2012,1,8.957188291324886,0.0335121037353396,0.040440083428354,0.0044448290970634,0.0167033269960894,0.0018204540130895,0.0068221246891655,0.0007238352667788042
Kade,2012,1,7.903777720578651,0.0346972432219387,0.0214862258460309,0.0023452261040444,0.0008829955827136019,9.298211183995488e-05,0.0,0.0
Akatsi South,2012,1,10.746532723767247,0.0448831027720733,0.0692476086343279,0.0065731145003552,0.0037837547996335,0.0003699756204859467,0.0,0.0
North Tongu,2012,1,10.729563792594291,0.0353683014576315,0.0237156221123527,0.0021795215327514,0.0058300705895801,0.0005336870314494666,0.0024291960789917,0.00021531511341843097
Salaga North,2012,1,10.053394162250047,0.0507023082629671,0.2083476299940751,0.0203989124784641,0.0991886368913243,0.0099763566327274,0.0414284094406557,0.0042303219821109
Akan,2012,1,10.28077130585142,0.0462833099748528,0.0140656843437761,0.001377581969174,0.0054438278183319,0.0005247465042376512,0.0009722823279107944,9.059903743863682e-05
Adaklu,2012,1,9.731801746100087,0.0406850137405665,0.0751172645079422,0.0078738052966617,0.0156838244577022,0.0016594753841005,0.0008254644451422229,7.504222452208913e-05
Bole Bamboi,2012,1,9.623018446020671,0.030438902015007,0.0210755407722804,0.0021087356961849,0.007661903891076,0.0007902919492521442,0.0030990245568755,0.0003216704504502627
Adansi Asokwa,2012,1,9.50561052217616,0.0396971165640618,0.0304563779085581,0.0033329021031202,0.0013253201990925,0.00014234920795893043,0.0,0.0
Obuasi West,2012,1,6.696733064043664,0.2746119248860654,1.999267675989023,0.2789375242000918,1.0766396349172087,0.1458948279983771,0.5156871511825105,0.0669483617578754
Abuakwa North,2012,1,8.077565564571598,0.0734738318794055,0.2980466386359051,0.0399300442886326,0.0211006469830729,0.0029280288573955,0.0,0.0
Tain,2012,1,8.914889244867885,0.031143286860926,0.0264289474077835,0.0028446413199662,0.0105733596495039,0.0011328800748726,0.0049948253253492,0.0005414599084588776
Wenchi,2012,1,10.379653531147891,0.0497223610186163,0.1839879422998643,0.0173166472735819,0.0770358620565499,0.0073371656249442,0.0248004968700586,0.0023167484508051
Sefwi Akontonbra,2012,1,8.294891680292592,0.0334449154490204,0.0193214291171931,0.002182842148162,0.005033313467504,0.0005772976087282659,0.0,0.0
Kpando,2012,1,10.159904885565457,0.040649934677341,0.0552758787916712,0.0053207671968845,0.0191480374825962,0.0019067448421807,0.0079783489510817,0.000784940608051504
Nkwanta South,2012,1,10.430926645986569,0.030874831096913,0.0264712610705428,0.0025019642203266,0.0121611330320338,0.0011483264077258,0.0062687273691184,0.0005891855629633024
New Juaben North,2012,1,6.953521367394391,0.1529802410456756,1.0429502083627376,0.1414670183533613,0.6713439953647649,0.0898644499005699,0.1284049293943738,0.0176958585173251
Botianor Ngleshie,2012,1,9.55264514511028,0.4122206428598499,7.1616903292324405,0.7444606333267832,2.7289370654703022,0.2815537275159822,0.1767935017346356,0.018138918757265
Ketu South,2012,1,9.918975086258769,0.0898763638939733,0.6259132378040544,0.0697401246190145,0.1725727827507029,0.0200193113111085,0.0129265357743642,0.0014910845919652
Krachi West,2012,1,8.887404770302096,0.0278866161233868,0.0170191700920626,0.001859627235834,0.0049479113124261,0.0005556093464072014,0.0014115425431805,0.00016660043150526138
Akwatia,2012,1,7.372584130547348,0.0437605378306657,0.066390305568975,0.0080485073906216,0.0051636904331425,0.0006278977377839085,0.0,0.0
Suaman,2012,1,8.019074446151622,0.0328486631561965,0.0054416341645983,0.0007549520068729775,0.0,0.0,0.0,0.0
Jaman North,2012,1,8.349380488461296,0.0292808804993065,0.0095932768926464,0.0011098449370538,0.0007379443763574195,0.00010542062990658629,0.0,0.0
Krachi East,2012,1,10.067465313825082,0.0280712921841942,0.0199074922476404,0.0018926195954469,0.0097247833000187,0.0009277835967896552,0.0029257301311267,0.0002778564541453621
Korle Klottey,2012,1,7.755583017035922,2.7839525613888747,7.755583017035922,1.0,7.755583017035922,1.0,7.551328449112893,0.9611992409416787
Tempane,2012,1,10.428156939207517,0.0294874328379839,0.0247784279433502,0.0024437378230523,0.012811104931366,0.0012527857949431,0.0084970319600905,0.0008409879113539881
Okere,2012,1,8.185637508165572,0.0539078001172358,0.0853976589968401,0.0152510648913536,0.0108356698859168,0.0024256969296515,0.0006646194015458339,9.501752310265303e-05
Ablekuma Central,2012,1,9.012443813579372,2.109199206212014,9.012443813579372,1.0,8.934090371421814,0.9921073514080678,8.330257866098888,0.9305254591785342
Ayawaso North,2012,1,8.29093870299082,2.454991828276273,8.29093870299082,1.0,8.29093870299082,1.0,8.29093870299082,1.0
Shai Osudoku,2012,1,10.400461761777205,0.0434335569321721,0.0557269680097611,0.0054672461308782,0.0102976031864016,0.0009887349005288726,0.0011175897227325,0.00010566303081394696
Techiman North,2012,1,9.644338355177066,0.0425987452444256,0.0678543688641023,0.0067845486087648,0.0165122560510534,0.0017106832746516,0.0076727148045259,0.0008034316599500428
Atebubu Amantin,2012,1,9.050068156641585,0.0357889339198768,0.0467542872146053,0.0050918059060464,0.0215111532319555,0.0023504582168281,0.0086710893553352,0.0009384642036498764
Ablekuma South,2012,1,8.404276693455799,1.380938709227007,8.393369690011482,0.9986332076698986,8.083955223880599,0.9619778295728696,6.473163030998853,0.7739021835247767
Ayawaso Central,2012,1,8.21870794078062,2.9321944542319422,8.21870794078062,1.0,8.21870794078062,1.0,8.21870794078062,1.0
Nkoranza North,2012,1,9.081598976128586,0.0369012435011077,0.056410121797564,0.0061888048108994,0.0217884831492559,0.0023834571188713,0.0115079117336572,0.0012736288732301
Berekum West,2012,1,9.006783223655846,0.0345270452418169,0.0343212664691736,0.0035539917562346,0.0147237270424382,0.0015002699688568,0.0061373933728185,0.0006261381205252217
Keta,2012,1,8.11597321359047,0.038969499316128,0.0413564822829915,0.0045129084287851,0.0,0.0,0.0,0.0
Jaman South,2012,1,8.632469021027939,0.0314619404801177,0.0379582905372214,0.0045177486734562,0.0024155275796413,0.0002971482342891692,0.0013803014740807,0.00017253768426009743
Biakoye,2012,1,10.32383290255824,0.0332601766085786,0.0392944813164833,0.0036833674281177,0.0186181427748842,0.0017540792196692,0.0069010602695483,0.0006544715989497858
Ayensuano,2012,1,8.405001881535688,0.0382379273169393,0.0042347803196667,0.00045109744992066943,0.0018020341785815,0.00020022602133419864,0.0,0.0
Gomoa East,2012,1,9.452600769974053,0.0598607403655034,0.2303847924723258,0.0245909028492196,0.0285443772656626,0.0029595925110185,0.005246285772341,0.0004995732849705152
Zabzugu,2012,1,10.738262941779542,0.0347715472807709,0.0609635447737161,0.0055184639895386,0.0226109615914569,0.0020862735577063,0.0105003975263618,0.0009730749354391923
Techiman South,2012,1,10.048133110331488,0.0599474476760952,0.295492471810351,0.0323098461738409,0.1231390701873929,0.0131860896363617,0.0218177654388425,0.0023328932742044
Akuapim North,2012,1,7.671175723733658,0.0798574452337988,0.3083992900051164,0.0503570405718681,0.0643985572701833,0.0111721399729009,0.0048322605504355,0.0006596419310956579
Ejura/ Sekyedumase,2012,1,9.87142839466838,0.0620881218616104,0.2362688266172562,0.0249620025494434,0.1036117409420345,0.0110143941482961,0.0362411415526526,0.003781757940133
Ajumako Enyan Esiam,2012,1,10.200807138432948,0.0452396064334496,0.0483702384639207,0.0051455254139123,0.0,0.0,0.0,0.0
Nkoranza South,2012,1,10.243960506621862,0.0476091695052603,0.1267699156518213,0.0129884094097661,0.0525871280476193,0.0052950183853625,0.0239014461238218,0.0024083153444488
Aowin,2012,1,7.918250209579592,0.0341394427447378,0.017411227396699,0.002222224978331,0.007012855479226,0.0008826045306500938,0.0007254678081957952,9.332241480188762e-05
Bunkpurugu,2012,1,9.935897929494454,0.0313377504360514,0.0396033341491787,0.0038921408143416,0.0153892269910981,0.0014939387326784,0.0063897192483589,0.0006322385040602063
Sunyani West,2012,1,10.477777777777778,0.0511555171015008,0.2609608469625553,0.023363186835846,0.0983455126380058,0.0087900743077164,0.026966351375576,0.0024167001993461
Upper Denkyira East,2012,1,8.830253003302099,0.0425451581914774,0.098445636649655,0.0119551066672239,0.0318635826099006,0.0036555901049052,0.0018691412185792,0.00022600672361704343
Kumawu,2012,1,10.548053277608386,0.0551574733473123,0.192373819427281,0.0189086196651783,0.0913900039474439,0.0089974009737965,0.0419185748907424,0.0040851034733031
Nandom,2012,1,9.81953037163553,0.0349817978840142,0.0360331025330687,0.003816549669184,0.0054832982115539,0.0006136071850966675,0.0023499849478088,0.00026328535244986
Amenfi West,2012,1,7.857844608888769,0.036124395711957,0.0329795732055232,0.003862717438871,0.0155197991555403,0.0018210655901234,0.0025368902465787,0.0002947269564514423
Nsuta/ Kwamang/ Beposo,2012,1,10.249156284284584,0.0544462688967714,0.1620038601452897,0.0167708666135023,0.0651666730142427,0.0067087507132359,0.0318228559423754,0.0032747666288359
Buem,2012,1,10.607556164710088,0.0326799594579203,0.0243745051801782,0.0022369145430018,0.0026662807426766,0.00024238916564891128,0.0018898924804413,0.00017180841243313635
Ada,2012,1,9.464468636788828,0.0529457847341585,0.1569455489437941,0.0173332304054054,0.0240857030557307,0.0027304810481052,0.0,0.0
Dormaa East,2012,1,8.637810984439644,0.0336930463864478,0.003697941375717,0.0004611945145108439,0.0,0.0,0.0,0.0
Abura Asebu Kwamankese,2012,1,10.975149827111103,0.0545556812287975,0.1433370827307514,0.0137309099889876,0.015818886250424,0.0015400393111148,0.0,0.0
Akuapim South,2012,1,7.506017491714321,0.0907186325649791,0.3938351514054226,0.0563419053388938,0.0625286038312789,0.0072602455117722,0.0192368623545919,0.0020682634828066
Mampong,2012,1,10.118107103292678,0.0805902523349747,0.256521259997796,0.0277422648584074,0.1061544083102782,0.0113869811971386,0.0357919646430373,0.0039361806841895
Offinso North,2012,1,10.598221938421617,0.0444068457956686,0.1232071624182095,0.0112989805255989,0.0460355650324692,0.0042119337143105,0.0099108498625024,0.0009023637213758268
Sunyani East,2012,1,10.718730535494842,0.1246992565640776,1.145447199636382,0.1005807527379406,0.6401402286079829,0.0557813885953207,0.2670803663114657,0.0231138848350839
Ningo Prampram,2012,1,9.78819251685825,0.0741916116461707,0.3954946445626064,0.041092126083493,0.0238186070863842,0.002774861748403,0.0,0.0
Achiase,2012,1,8.49497293116783,0.0452208930044457,0.1134866356498747,0.0155159305752511,0.0337297489907395,0.0042352161784054,0.0050533885642788,0.0006045102588910671
Ellembele,2012,1,7.643012046130792,0.0455035207615751,0.0790891524514825,0.0109603682394529,0.0200255412853607,0.0028196936979604,0.0012469102297982,0.00018802615313640248
Dormaa West,2012,1,6.936131557833864,0.0352901191596903,0.0,0.0,0.0,0.0,0.0,0.0
EKUMFI,2012,1,9.07364716037623,0.0555766980769503,0.1369805929277294,0.0123011494698633,0.0123340576259078,0.0011543413066527,0.0,0.0
Upper West Akim,2012,1,8.503605370942296,0.0454326399189731,0.0534244396431742,0.0059876883934993,0.020280211550442,0.0022533569060932,0.0042250440730087,0.0004694493449430878
Tano North,2012,1,10.735308308108356,0.0453915641694981,0.0890029348043207,0.0082275713428693,0.0322229222046372,0.0029746347115107,0.011754582750726,0.0010872989301318
Twifo Ati Morkwaa,2012,1,8.939416959874897,0.033474671993531,0.0138774123040835,0.0016711785041271,0.0005664249920034119,6.293611069151187e-05,0.0,0.0
Hohoe,2012,1,10.424966886957977,0.0698765672063095,0.2802386219426782,0.0271550755548362,0.1354306082397731,0.0130580019606075,0.0458988370560945,0.0044848778533302
Kpone Katamanso,2012,1,9.306768694086536,0.3826581432711143,4.90256568952906,0.5336233978718057,2.5510324649749623,0.2819249402091316,0.5678669892533619,0.0636194215874398
Evalue Ajomoro Gwira,2012,1,9.77690890933782,0.039809298346299,0.0650165461270083,0.0072712434664572,0.0149024567514302,0.0015051532348909,0.007930392234781,0.0007915557952532851
Afram Plains North,2012,1,10.099633372581623,0.0291452028792887,0.0107220383814822,0.001018064269847,0.0034648244150423,0.0003302172077651995,0.0016132722473646,0.00014935545631409916
Assin South,2012,1,9.889352039912936,0.0311640918290656,0.0067962378527013,0.0006442499029043377,0.0,0.0,0.0,0.0
Cape Coast South,2012,1,10.31661381992223,0.452424276785297,5.729117559078674,0.5680284978286649,3.4161531558480416,0.3464407205346314,0.9352078970984148,0.0954473575953235
Asutifi North,2012,1,8.494680893826894,0.0395280247399842,0.0791645395601612,0.008195394605275,0.0133856970008803,0.001455859770895,0.0017274784643027,0.00017927813177339049
Sekyere Afram Plains,2012,1,9.258946338347648,0.0558159541923877,0.1522023960627923,0.0155424376797001,0.0324402007910446,0.0034026665139466,0.0047229296494345,0.0004849484949347123
Assin North,2012,1,8.529352918793709,0.0350549381193908,0.0199217814974427,0.002305475425133,0.0028294842366162,0.0003591437444723396,0.0,0.0
Domeabra/ Obom,2012,1,10.199424726941304,0.0520479257614937,0.0232853285769587,0.0022405932309497,0.0,0.0,0.0,0.0
Shama,2012,1,9.863853530438693,0.0938711451223456,0.5140078144484164,0.059260153375148,0.1244150166509367,0.0153877557799307,0.0174578102917948,0.0024256855868789
Ahafo Ano South East,2012,1,9.652164594580452,0.0426665662462807,0.1074441532404367,0.0113478807463863,0.0271112243675313,0.0028269035903706,0.0090370747891771,0.0009643924566348724
Asikuma Odoben Brakwa,2012,1,10.338228956748964,0.0336296069215279,0.0308073045756974,0.0030156062252374,0.0,0.0,0.0,0.0
Nadawli Kaleo,2012,1,10.703232182480486,0.0330104669580664,0.0363052549471021,0.0033465128296089,0.005793391746878,0.0005364251700610556,0.0001931130582292669,2.1457006629785698e-05
Afram Plains South,2012,1,10.368731241956318,0.0333994672492449,0.0426048743732569,0.003924023272767,0.0199291018642366,0.001831892460832,0.0083886856284624,0.0007691185987205301
Essikadu Ketan,2012,1,10.546901595744686,0.3313249997434482,4.225438829787232,0.4189387194192075,2.3009175531914883,0.2300564733835214,0.6660638297872339,0.0673228875625917
Bawku Central,2012,1,10.750969885153474,0.0413417177107516,0.1790724095376512,0.016952410055832,0.0376593049486888,0.0034933645193995,0.0,0.0
Sekondi,2012,1,10.855085853350754,0.5651862708524897,5.736603722565232,0.5361826006845065,4.569110820676911,0.4292614362447911,2.600117175176888,0.2449240740679918
Afigya Sekyere East,2012,1,8.94260731984191,0.0554053862834711,0.1337040098018092,0.0157043452506508,0.0118792267890392,0.0013365036436947,0.0041001662577219,0.0004282395919411797
Awutu Senya East,2012,1,9.982199307102782,0.1538517983865544,1.8953141950610652,0.1776992148476454,0.8758360843141602,0.0809724455735023,0.068375191013333,0.0063102393664346
Pusiga,2012,1,10.876368727377583,0.0318102197826037,0.0095308196049566,0.0008942904280490267,0.0011306465932631,0.00011158150674051468,0.0011306465932631,0.00011158150674051468
Effia,2012,1,11.53715543887877,0.3146418220832707,3.882796290807469,0.3396093107956494,2.128297412880552,0.1855170468083206,0.9300927298132696,0.0802298295912807
Offinso South,2012,1,8.758061045638545,0.0575989721469853,0.3287490081988893,0.0324556157431606,0.1036561038914465,0.0099037429356198,0.0268313019154649,0.002531583840835
Agona East,2012,1,9.364258592471357,0.0433212394226043,0.1020360065466448,0.01059034798615,0.0038494271685761,0.0003998908940977044,0.0,0.0
Ahanta West,2012,1,10.19282563942798,0.0657161350746408,0.4625842236760918,0.0422890581367496,0.1606389087421578,0.014529740081985,0.0295294469795541,0.002656844096208
Zebilla,2012,1,10.94928478663764,0.0395382609013266,0.0615402391285258,0.0055241475115536,0.0268947954651544,0.0024070272297116,0.0120174331812782,0.0010638251983453
Afadjato South,2012,1,10.089512618712629,0.0530268519624272,0.1290546407843826,0.0128271490185963,0.0546133046078086,0.0055114707267233,0.0195738436510728,0.0019626669674398
Takoradi,2012,1,9.02030535534372,1.573438557318862,9.005735100364257,0.9974424550766668,8.643958769278463,0.951748412746584,6.727195225916453,0.7379088209285007
Asutifi South,2012,1,8.940026595744689,0.07238868622614,0.3503254067584481,0.0389396106266301,0.1393617021276596,0.0161586836048137,0.0482634543178973,0.0060750784738238
Lambussie Karne,2012,1,10.273928969375518,0.031146002496953,0.0276561598221329,0.0029774603411412,0.005597079964003,0.0006097591329715646,0.0026339199830602,0.0002823482436263247
Bia East,2012,1,7.168118277188392,0.0315871938310099,0.0025885362450444,0.0004031281106497256,0.0,0.0,0.0,0.0
Tema West,2012,1,9.47328320203708,1.5020648335469275,9.47328320203708,1.0,9.26653139174027,0.9700659391828717,7.099188350441633,0.7320915377519719
Ayawaso West Wuogon,2012,1,9.208128796072884,2.017383188904398,9.208128796072884,1.0,9.208128796072884,1.0,8.917734420500873,0.9696521421689712
Juaboso,2012,1,6.061839424264026,0.0337741767749405,0.0087785684890945,0.0013953872312405,0.0005118991458310332,8.531652684780276e-05,0.0,0.0
North Dayi,2012,1,10.098144621814448,0.0539538269644848,0.1981625511604613,0.0189244967034972,0.0407583495109616,0.0038738598086848,0.0083618760278461,0.0008173465049830408
Ledzokuku,2012,1,9.153324417271683,1.496348117627303,9.153324417271683,1.0,9.059482868424404,0.9880017557570152,7.492485033753661,0.8043557892077468
Ahafo Ano North,2012,1,8.921110301272263,0.0358295207073799,0.0305948164616228,0.0032461225951496,0.0087169588801271,0.0009443372345903836,0.0,0.0
Asante Akim North,2012,1,9.581560100047044,0.0683974870523714,0.3057316201788246,0.0295522946733848,0.1340610602594146,0.0129107724710248,0.0498058922207076,0.0048768771571817
Sissala West,2012,1,11.061592668987464,0.0361503764609081,0.0538774609090344,0.004854512322591,0.0195422050472399,0.001747004725631,0.0101593582530353,0.0009105227665939542
Cape Coast North,2012,1,10.607156025753753,0.0632939518399463,0.0427574666023768,0.0039023844193495,0.0,0.0,0.0,0.0
Krowor,2012,1,9.25832432432433,1.553575572719445,9.25832432432433,1.0,9.165243243243248,0.9867165378187156,8.313351351351352,0.8695752594245446
Bia West,2012,1,6.722267513786329,0.0334882391123714,0.0213911016600602,0.0037540741171063,0.0085149045442958,0.0015032119862596,0.0004153611972827235,6.922686827690863e-05
